epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,118.751,0,55.1884,0,0,0,0,0,0,10.8523,0,0.000665221,0.000665221,0.000665221
2,224.104,0,2.50679,0,0,0,0,0,0,0,0,0.00130552,0.00130552,0.00130552
