epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,103.792,1.7378,2.19907,1.39982,0,0,0,0,0,0,0,0.000666305,0.000666305,0.000666305
2,208.823,1.31945,1.10662,1.07913,0,0,0,0,0,0,0,0.00120101,0.00120101,0.00120101
